# L-10 Launch (Up to date)
# 1076 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (23.0 m/s).
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position upwind (m),Position parallel to wind (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
5.9821,1298.3,306.11,-31.337,306.82,31.439,71.76,1.6432,71.779,1.3118,20.759,2.5293,45,9.1267e-4,9.8022,0.11168,0.047913,-1.4952e-4,5.9354e-4,26944,0,34.615,0.11782,273.92,222.21,3.7015,0.91647,66187157,0,583.78,0.74712,0.74715,0.34563,0.17231,0.22919,0.02344,0.086537,-4.9771e-4,0,-5.5397e-4,0.017112,0.017666,-1.0909e-7,0.031667,13.97,153.28,85.141,1.2866,NaN,6.5612,867.02,335.28,0.05,0.79227
6.0321,1313.5,304.55,-31.091,305.25,31.167,72.795,1.666,72.814,1.311,20.64,2.1724,45,9.2583e-4,9.8022,0.055347,0.047265,0.0015696,6.1176e-4,26944,0,34.615,0.11782,274.1,222.21,3.7145,0.9119,65763920,0,576.37,0.74647,0.74648,0.34647,0.17189,0.2281,0.011578,0.043344,4.7441e-4,0,-5.0656e-4,0.017049,0.017556,1.2147e-5,0.031504,13.97,153.28,85.13,1.1263,NaN,6.462,865.39,335.21,0.05,0.79714
6.0821,1328.7,303.01,-30.844,303.7,30.903,73.824,1.6888,73.843,1.3105,20.54,1.9151,45,9.3892e-4,9.8021,0.014811,0.046626,0.0013547,0.0016711,26944,0,34.615,0.11782,274.22,222.21,3.7234,0.90741,65347732,0,569.16,0.74584,0.74584,0.34731,0.17149,0.22704,0.0030904,0.011499,-7.9766e-5,0,-4.5533e-4,0.016988,0.017443,9.1418e-6,0.031344,13.97,153.28,85.098,0.92657,NaN,6.3633,863.78,335.16,0.05,0.80166
6.1321,1343.8,301.47,-30.561,302.16,30.641,74.848,1.7114,74.868,1.3099,20.44,2.2228,45,9.5195e-4,9.8021,0.069874,0.046012,0.0021976,0.001286,26944,0,34.615,0.11782,273.98,222.21,3.7065,0.9031,64945487,0,562.27,0.74523,0.74525,0.34811,0.1711,0.22603,0.014608,0.053726,-4.1155e-4,0,-4.0261e-4,0.01693,0.017332,2.4295e-5,0.031186,13.97,153.28,85.06,0.75884,NaN,6.265,862.17,335.1,0.05,0.80652
6.1821,1358.9,299.95,-30.298,300.64,30.383,75.867,1.7337,75.887,1.3091,20.324,2.2661,45,9.649e-4,9.802,0.079403,0.044893,0.0038266,0.0014363,26944,0,34.615,0.11782,273.92,222.21,3.7019,0.89879,64544948,0,555.34,0.7445,0.74451,0.34877,0.17072,0.22502,0.016597,0.061142,-2.4952e-4,0,-6.321e-4,0.016872,0.017504,7.4394e-5,0.031029,13.97,153.28,85.001,0.67231,NaN,6.1673,860.57,335.04,0.05,0.81065
6.2321,1373.8,298.44,-30.063,299.12,30.122,76.88,1.7557,76.9,1.3082,20.219,1.899,45,9.7779e-4,9.802,0.024512,0.045192,0.0025092,0.0042717,26944,0,34.615,0.11782,274.1,222.21,3.7147,0.89446,64143283,0,548.15,0.7434,0.7434,0.34906,0.17033,0.22401,0.0051072,0.019214,2.3422e-4,0,-5.465e-4,0.016815,0.017361,3.231e-5,0.030873,13.97,153.28,84.918,0.68867,NaN,6.0701,858.98,334.98,0.05,0.81398
6.2821,1388.7,296.94,-29.82,297.62,29.868,77.889,1.7772,77.909,1.3071,20.131,1.6986,45,9.9062e-4,9.8019,0.027674,0.045335,-0.0040038,0.0025001,26944,0,34.615,0.11782,274.06,222.21,3.7119,0.8902,63748450,0,541.15,0.74232,0.74232,0.34935,0.16995,0.22302,0.0057634,0.02131,3.2735e-4,0,-4.1982e-4,0.01676,0.017179,-8.3083e-5,0.030719,13.97,153.28,84.831,0.79531,NaN,5.9733,857.4,334.92,0.05,0.81747
6.3321,1403.5,295.46,-29.578,296.14,29.618,78.893,1.7986,78.914,1.306,20.049,1.5345,45,0.0010034,9.8019,0.055902,0.045415,-0.0040332,5.5648e-4,26944,0,34.615,0.11782,273.93,222.21,3.7022,0.88597,63357044,0,534.27,0.74126,0.74127,0.34963,0.16958,0.22204,0.01165,0.043167,-3.6174e-4,0,-2.8425e-4,0.016706,0.01699,-8.5144e-5,0.030566,13.97,153.28,84.752,0.94949,NaN,5.8771,855.82,334.86,0.05,0.82082
6.3821,1418.3,293.98,-29.355,294.66,29.38,79.894,1.8199,79.914,1.3049,19.98,1.1926,45,0.0010161,9.8018,0.11968,0.045509,-0.0025956,3.2678e-4,26944,0,34.615,0.11782,273.66,222.21,3.683,0.8817,62964078,0,527.43,0.74019,0.74023,0.34992,0.16921,0.22106,0.025002,0.092589,-4.2499e-5,0,-1.6582e-4,0.016652,0.016818,-3.5618e-5,0.030413,13.97,153.28,84.692,1.0992,NaN,5.7813,854.25,334.8,0.05,0.82411
6.4321,1432.9,292.52,-29.126,293.2,29.142,80.891,1.8414,80.912,1.3041,19.928,0.95063,45,0.0010288,9.8018,0.1641,0.045652,-4.1223e-5,3.3636e-4,26944,0,34.615,0.11782,273.46,222.21,3.6691,0.87744,62572791,0,520.66,0.73913,0.7392,0.35021,0.16884,0.22009,0.034331,0.12601,9.3779e-5,0,-7.7723e-5,0.0166,0.016677,-9.0748e-9,0.030262,13.97,153.28,84.668,1.1995,NaN,5.686,852.69,334.74,0.05,0.82778
6.4821,1447.5,291.07,-28.835,291.75,28.872,81.886,1.8632,81.907,1.3035,19.873,1.4578,45,0.0010415,9.8017,0.069214,0.045841,0.0022043,7.7024e-4,26944,0,34.615,0.11782,273.79,222.21,3.6927,0.87334,62194609,0,514.13,0.73812,0.73813,0.35048,0.16849,0.21915,0.014408,0.052951,-2.7921e-4,0,-2.1741e-5,0.01655,0.016572,2.62e-5,0.030112,13.97,153.28,84.692,1.2225,NaN,5.5911,851.14,334.69,0.05,0.83142
6.5321,1462,289.64,-28.578,290.31,28.623,82.877,1.8852,82.899,1.3031,19.791,1.5911,45,0.0010541,9.8017,0.036843,0.04607,0.002633,8.7451e-4,26944,0,34.615,0.11782,273.89,222.21,3.6995,0.86917,61811781,0,507.59,0.73709,0.7371,0.35075,0.16813,0.21821,0.0076536,0.027788,-2.8866e-4,0,1.3591e-5,0.0165,0.016486,3.7757e-5,0.029963,13.97,153.28,84.738,1.1572,NaN,5.4968,849.6,334.63,0.05,0.83468
6.5821,1476.5,288.22,-28.32,288.89,28.377,83.865,1.9074,83.886,1.3029,19.71,1.7931,45,0.0010666,9.8017,0.015215,0.046328,-0.0026819,0.0017859,26944,0,34.615,0.11782,273.94,222.21,3.7034,0.86503,61433186,0,501.17,0.73608,0.73608,0.35103,0.16778,0.21728,0.0031558,0.011603,-4.7193e-4,0,2.9591e-5,0.016452,0.016422,-3.9561e-5,0.029815,13.97,153.28,84.792,1.0233,NaN,5.4029,848.06,334.57,0.05,0.83795
6.6321,1490.9,286.81,-28.07,287.48,28.139,84.847,1.9296,84.869,1.3028,19.614,1.9641,45,0.0010791,9.8016,0.055616,0.046588,-0.0024716,3.683e-4,26944,0,34.615,0.11782,273.76,222.21,3.6905,0.86093,61058171,0,494.87,0.73508,0.73509,0.35129,0.16743,0.21636,0.011551,0.042411,-1.9804e-4,0,3.7269e-5,0.016404,0.016367,-3.393e-5,0.02967,13.97,153.28,84.842,0.86141,NaN,5.3094,846.53,334.52,0.05,0.84149
6.6821,1505.2,285.41,-27.836,286.07,27.908,85.825,1.9517,85.848,1.3027,19.515,2.0069,45,0.0010916,9.8016,0.07285,0.046844,-0.0014725,1.2307e-4,26944,0,34.615,0.11782,273.67,222.21,3.6839,0.85686,60687702,0,488.67,0.73409,0.73411,0.35156,0.16709,0.21545,0.015134,0.055551,1.9556e-6,0,3.9019e-5,0.016358,0.016319,-1.2163e-5,0.029525,13.97,153.28,84.876,0.72113,NaN,5.2164,845.04,334.46,0.05,0.84483
6.7321,1519.4,284.02,-27.605,284.68,27.683,86.798,1.9733,86.821,1.3024,19.413,2.0786,45,0.0011039,9.8015,0.093048,0.047087,-1.3356e-4,1.2188e-4,26944,0,34.615,0.11782,273.57,222.21,3.6765,0.85285,60326433,0,482.65,0.73313,0.73315,0.35182,0.16675,0.21456,0.019338,0.071524,1.8497e-4,0,3.8139e-5,0.016313,0.016275,-1.0103e-7,0.029382,13.97,153.28,84.89,0.64691,NaN,5.1239,843.6,334.4,0.05,0.84796
6.7821,1533.6,282.65,-27.387,283.31,27.463,87.766,1.9946,87.789,1.3019,19.31,2.051,45,0.0011162,9.8015,0.091288,0.047315,0.0013995,1.036e-4,26944,0,34.615,0.11782,273.55,222.21,3.6751,0.84887,59968888,0,476.72,0.73217,0.73219,0.35208,0.16642,0.21368,0.018961,0.069881,2.5723e-5,0,3.6414e-5,0.016269,0.016233,1.1202e-5,0.029241,13.97,153.28,84.878,0.66103,NaN,5.0318,842.16,334.35,0.05,0.85194
6.8321,1547.7,281.28,-27.194,281.94,27.25,88.729,2.0155,88.752,1.3013,19.213,1.7498,45,0.0011285,9.8014,0.034051,0.047528,0.0024374,5.6127e-4,26944,0,34.615,0.11782,273.74,222.21,3.6887,0.84489,59611310,0,470.83,0.73122,0.73122,0.35233,0.16609,0.2128,0.0070498,0.02547,4.1483e-4,0,3.4692e-5,0.016226,0.016191,3.4309e-5,0.0291,13.97,153.28,84.843,0.75661,NaN,4.9402,840.74,334.29,0.05,0.85848
6.8821,1561.7,279.93,-26.992,280.58,27.04,89.687,2.0362,89.711,1.3006,19.131,1.6249,45,0.0011407,9.8014,0.0066055,0.047726,0.0026492,-1.0539e-4,26944,0,34.615,0.11782,273.81,222.21,3.6943,0.84099,59260721,0,465.11,0.73029,0.73029,0.35258,0.16577,0.21194,0.0013651,0.0049203,-2.4339e-4,0,3.1934e-5,0.016184,0.016152,4.0923e-5,0.02896,13.97,153.28,84.798,0.90571,NaN,4.849,839.32,334.24,0.05,0.86164
6.9321,1575.7,278.58,-26.771,279.23,26.831,90.642,2.0568,90.665,1.2999,19.047,1.7821,45,0.0011528,9.8014,0.042067,0.047905,0.0023968,-0.0016223,26944,0,34.615,0.11782,273.65,222.21,3.6829,0.83719,58918855,0,459.59,0.7294,0.7294,0.35282,0.16546,0.21112,0.0087041,0.032058,4.2925e-4,0,2.9349e-5,0.016144,0.016114,3.3812e-5,0.028821,13.97,153.28,84.751,1.0648,NaN,4.7582,837.9,334.18,0.05,0.86454
6.9821,1589.6,277.25,-26.593,277.9,26.633,91.592,2.0775,91.615,1.2994,18.962,1.4611,45,0.0011649,9.8013,0.03623,0.048071,-0.0027275,-0.0017387,26944,0,34.615,0.11782,273.65,222.21,3.6826,0.83331,58571311,0,453.99,0.72848,0.72848,0.35307,0.16514,0.21027,0.0074907,0.027802,1.0439e-4,0,2.8281e-5,0.016103,0.016075,-4.421e-5,0.028682,13.97,153.28,84.695,1.1888,NaN,4.6679,836.5,334.13,0.05,0.86786
7.0321,1603.4,275.93,-26.381,276.57,26.429,92.538,2.0984,92.562,1.299,18.892,1.5866,45,0.0011769,9.8013,0.029658,0.048226,-1.6621e-4,-0.0025513,26944,0,34.615,0.11782,273.65,222.21,3.6826,0.82956,58234927,0,448.63,0.7276,0.72761,0.35331,0.16484,0.20946,0.0061271,0.022904,7.2197e-5,0,2.5189e-5,0.016065,0.01604,-1.6572e-7,0.028545,13.97,153.28,84.644,1.249,NaN,4.578,835.1,334.07,0.05,0.87115
7.0821,1617.1,274.61,-26.19,275.26,26.233,93.48,2.1195,93.504,1.2989,18.81,1.4971,45,0.0011889,9.8012,0.032988,0.048365,-0.0013277,-0.0024554,26944,0,34.615,0.11782,273.61,222.21,3.6799,0.82579,57897189,0,443.28,0.72672,0.72673,0.35354,0.16453,0.20865,0.0068129,0.024745,4.3301e-4,0,2.4115e-5,0.016027,0.016002,-1.0674e-5,0.028408,13.97,153.28,84.596,1.2329,NaN,4.4886,833.7,334.02,0.05,0.87501
7.1321,1630.8,273.31,-25.991,273.95,26.036,94.419,2.1409,94.443,1.299,18.739,1.5371,45,0.0012008,9.8012,0.020915,0.048495,-3.7316e-4,-0.0023607,26944,0,34.615,0.11782,273.63,222.21,3.6814,0.82207,57564577,0,438.04,0.72586,0.72586,0.35377,0.16423,0.20785,0.0043151,0.015733,1.2598e-4,0,2.1762e-5,0.015989,0.015968,-8.5112e-7,0.028273,13.97,153.28,84.55,1.1486,NaN,4.3995,832.32,333.97,0.05,0.87827
7.1821,1644.5,272.01,-25.84,272.65,25.861,95.353,2.1625,95.378,1.2992,18.667,1.0347,45,0.0012127,9.8011,0.11618,0.048614,-0.0018572,-8.1817e-4,26944,0,34.615,0.11782,273.25,222.21,3.6538,0.81822,57223081,0,432.71,0.72497,0.725,0.35401,0.16392,0.20703,0.024065,0.088436,-1.1015e-5,0,2.1194e-5,0.015951,0.01593,-2.1288e-5,0.028139,13.97,153.28,84.51,1.0209,NaN,4.3109,830.94,333.91,0.05,0.88139
7.2321,1658,270.72,-25.662,271.36,25.677,96.285,2.184,96.31,1.2994,18.626,0.88043,45,0.0012246,9.8011,0.14836,0.048725,4.0058e-4,-7.1889e-4,26944,0,34.615,0.11782,273.1,222.21,3.6433,0.81445,56888577,0,427.52,0.72411,0.72416,0.35425,0.16363,0.20623,0.030764,0.11239,3.3189e-4,0,1.8813e-5,0.015915,0.015896,9.9989e-7,0.028006,13.97,153.28,84.496,0.88358,NaN,4.2227,829.56,333.86,0.05,0.88438
7.2821,1671.5,269.45,-25.452,270.09,25.476,97.215,2.2055,97.24,1.2996,18.576,1.1001,45,0.0012364,9.8011,0.097642,0.048822,0.0019775,-9.2187e-4,26944,0,34.615,0.11782,273.27,222.21,3.6553,0.81077,56561395,0,422.47,0.72327,0.72329,0.35448,0.16333,0.20546,0.02019,0.073428,-3.0867e-4,0,1.7105e-5,0.015879,0.015862,2.4597e-5,0.027875,13.97,153.28,84.52,0.76596,NaN,4.1349,828.2,333.8,0.05,0.88739
7.3321,1685,268.18,-25.258,268.82,25.284,98.142,2.2267,98.168,1.2997,18.518,1.1576,45,0.0012482,9.801,0.081457,0.048911,0.0030093,-0.0012599,26944,0,34.615,0.11782,273.31,222.21,3.6579,0.80705,56231714,0,417.41,0.72242,0.72243,0.3547,0.16304,0.20467,0.016823,0.061239,-1.8374e-4,0,1.5729e-5,0.015844,0.015828,5.7506e-5,0.027744,13.97,153.28,84.569,0.68938,NaN,4.0476,826.84,333.75,0.05,0.89056
7.3821,1698.4,266.92,-25.043,267.56,25.087,99.067,2.2476,99.092,1.2997,18.455,1.4824,45,0.00126,9.801,0.026507,0.04899,-6.2376e-4,-0.0039014,26944,0,34.615,0.11782,273.49,222.21,3.6711,0.80341,55909092,0,412.5,0.72159,0.7216,0.35493,0.16276,0.20391,0.0054579,0.019698,2.7919e-4,0,1.3866e-5,0.01581,0.015796,-2.4939e-6,0.027615,13.97,153.28,84.636,0.66828,NaN,3.9606,825.48,333.7,0.05,0.8939
7.4321,1711.7,265.67,-24.856,266.31,24.903,99.987,2.2682,100.01,1.2995,18.376,1.5301,45,0.0012717,9.8009,0.032845,0.04906,-0.0023279,-0.0026169,26944,0,34.615,0.11782,273.44,222.21,3.6676,0.79972,55583717,0,407.58,0.72076,0.72076,0.35515,0.16247,0.20314,0.006762,0.024618,2.9971e-4,0,1.2717e-5,0.015776,0.015763,-3.5066e-5,0.027487,13.97,153.28,84.703,0.70484,NaN,3.8741,824.13,333.65,0.05,0.89703
7.4821,1724.9,264.43,-24.677,265.07,24.723,100.9,2.2885,100.93,1.2992,18.302,1.4954,45,0.0012833,9.8009,0.028256,0.049122,-0.0025237,-0.0021455,26944,0,34.615,0.11782,273.44,222.21,3.6672,0.79604,5.526e7,0,402.71,0.71994,0.71994,0.35537,0.16219,0.20238,0.0058135,0.020909,-4.6694e-4,0,1.117e-5,0.015742,0.015731,-4.1608e-5,0.027359,13.97,153.28,84.764,0.79125,NaN,3.7879,822.79,333.59,0.05,0.90026
7.5321,1738.1,263.21,-24.463,263.84,24.543,101.82,2.3086,101.84,1.2989,18.219,1.9781,45,0.0012949,9.8009,0.14562,0.049175,-0.0023723,-6.5367e-4,26944,0,34.615,0.11782,272.97,222.21,3.6337,0.79255,5.495e7,0,398.14,0.71916,0.71921,0.35558,0.16192,0.20166,0.030115,0.109,-1.3632e-4,0,9.2953e-6,0.015711,0.015701,-3.7103e-5,0.027232,13.97,153.28,84.817,0.90741,NaN,3.7022,821.46,333.54,0.05,0.9039
7.5821,1751.3,261.99,-24.265,262.61,24.376,102.72,2.3286,102.75,1.2986,18.108,2.3203,45,0.0013065,9.8008,0.23293,0.049219,2.9341e-4,-5.5634e-4,26944,0,34.615,0.11782,272.62,222.21,3.6087,0.78909,54643615,0,393.65,0.71839,0.71851,0.35579,0.16165,0.20095,0.048349,0.17452,2.2642e-4,0,7.9969e-6,0.01568,0.015672,5.7271e-7,0.027105,13.97,153.28,84.837,1.0256,NaN,3.6168,820.13,333.49,0.05,0.90756
7.6321,1764.3,260.78,-24.109,261.4,24.205,103.63,2.3486,103.65,1.2983,17.994,2.1514,45,0.001318,9.8008,0.19729,0.049256,0.0032228,-6.7818e-4,26944,0,34.615,0.11782,272.73,222.21,3.6166,0.78556,54333210,0,389.07,0.71761,0.7177,0.356,0.16138,0.20022,0.040867,0.14782,-9.3219e-6,0,6.8414e-6,0.015649,0.015642,6.9739e-5,0.02698,13.97,153.28,84.804,1.1205,NaN,3.5319,818.81,333.44,0.05,0.91105
7.6821,1777.3,259.58,-23.969,260.19,24.039,104.52,2.3687,104.55,1.2982,17.895,1.8292,45,0.0013294,9.8007,0.12139,0.049287,0.0051696,-0.0011503,26944,0,34.615,0.11782,272.99,222.21,3.6354,0.78207,54025448,0,384.55,0.71684,0.71687,0.35621,0.16112,0.19951,0.025045,0.091065,-1.4286e-4,0,5.5461e-6,0.015618,0.015613,1.8111e-4,0.026855,13.97,153.28,84.726,1.178,NaN,3.4473,817.49,333.39,0.05,0.91439
7.7321,1790.3,258.38,-23.846,259,23.885,105.42,2.3889,105.44,1.2982,17.815,1.3595,45,0.0013407,9.8007,0.02242,0.049311,5.1585e-4,-0.0061364,26944,0,34.615,0.11782,273.34,222.21,3.6606,0.77857,53718594,0,380.08,0.71607,0.71607,0.35642,0.16085,0.1988,0.0046023,0.016367,6.068e-4,0,4.3362e-6,0.015588,0.015584,1.8201e-6,0.026731,13.97,153.28,84.62,1.1941,NaN,3.3632,816.18,333.34,0.05,0.91768
7.7821,1803.2,257.19,-23.74,257.8,23.752,106.31,2.4093,106.33,1.2983,17.761,0.74916,45,0.001352,9.8007,0.15431,0.049329,-0.0051765,-8.1113e-4,26944,0,34.615,0.11782,272.82,222.21,3.6233,0.77504,5.341e7,0,375.67,0.7153,0.71536,0.35663,0.16059,0.19809,0.031862,0.11572,-1.1399e-4,0,3.1426e-6,0.015558,0.015555,-1.8501e-4,0.026607,13.97,153.28,84.515,1.1729,NaN,3.2794,814.87,333.29,0.05,0.92092
7.8321,1816,256.01,-23.622,256.62,23.624,107.19,2.4298,107.22,1.2985,17.737,0.31617,45,0.0013633,9.8006,0.26364,0.049341,-0.0025103,-4.3279e-4,26944,0,34.615,0.11782,272.39,222.21,3.5924,0.77154,53105081,0,371.34,0.71454,0.7147,0.35683,0.16033,0.19739,0.054695,0.19686,1.1915e-4,0,1.8958e-6,0.015529,0.015527,-4.3918e-5,0.026485,13.97,153.28,84.443,1.1237,NaN,3.196,813.58,333.24,0.05,0.92413
7.8821,1828.8,254.83,-23.438,255.45,23.446,108.08,2.4504,108.11,1.2988,17.719,0.60052,45,0.0013746,9.8006,0.19103,0.049347,6.1255e-4,-3.9287e-4,26944,0,34.615,0.11782,272.64,222.21,3.6103,0.76822,52812909,0,367.16,0.71383,0.71391,0.35702,0.16008,0.19672,0.039482,0.14259,1.0478e-4,0,6.3163e-7,0.015501,0.0155,2.6385e-6,0.026364,13.97,153.28,84.427,1.0547,NaN,3.113,812.28,333.19,0.05,0.92623
7.9321,1841.5,253.66,-23.261,254.28,23.275,108.96,2.4711,108.99,1.2992,17.68,0.82051,45,0.0013858,9.8005,0.13101,0.049347,0.0023246,-5.0075e-4,26944,0,34.615,0.11782,272.84,222.21,3.6249,0.76486,52518635,0,362.99,0.7131,0.71314,0.35722,0.15983,0.19605,0.02699,0.097403,4.7658e-4,0,-4.7204e-7,0.015473,0.015474,3.8344e-5,0.026244,13.97,153.28,84.455,0.97072,NaN,3.0304,811,333.14,0.05,0.92771
7.9821,1854.1,252.51,-23.071,253.12,23.102,109.85,2.4918,109.87,1.2995,17.632,1.2045,45,0.0013971,9.8005,0.026885,0.049341,0.0031225,-0.0016026,26944,0,34.615,0.11782,273.22,222.21,3.6516,0.76154,52228466,0,358.91,0.7124,0.7124,0.35741,0.15959,0.19539,0.0055095,0.019962,-4.5559e-4,0,-1.5673e-6,0.015446,0.015448,6.9812e-5,0.026124,13.97,153.28,84.509,0.88148,NaN,2.9481,809.72,333.09,0.05,0.92919
8.0321,1866.7,251.36,-22.881,251.97,22.94,110.73,2.5123,110.75,1.2998,17.56,1.6481,45,0.0014082,9.8005,0.10004,0.049331,-0.0029731,-8.8926e-5,26944,0,34.615,0.11782,272.92,222.21,3.6303,0.75827,51942129,0,354.93,0.7117,0.71172,0.3576,0.15935,0.19475,0.020565,0.075216,1.0343e-4,0,-2.6254e-6,0.01542,0.015423,-6.3856e-5,0.026006,13.97,153.28,84.569,0.80184,NaN,2.8662,808.44,333.04,0.05,0.93716
8.0821,1879.3,250.22,-22.716,250.83,22.789,111.6,2.5326,111.63,1.3,17.471,1.8264,45,0.0014194,9.8004,0.15438,0.049316,-0.0013664,1.5927e-5,26944,0,34.615,0.11782,272.69,222.21,3.6141,0.75496,51653956,0,350.96,0.711,0.71105,0.35779,0.15911,0.1941,0.031807,0.11478,-4.5805e-4,0,-3.6972e-6,0.015394,0.015397,-1.3611e-5,0.025888,13.97,153.28,84.608,0.74746,NaN,2.7847,807.17,332.99,0.05,0.94076
8.1321,1891.8,249.08,-22.594,249.69,22.644,112.47,2.5526,112.5,1.3001,17.385,1.5032,45,0.0014305,9.8004,0.075539,0.049296,1.9634e-4,1.4725e-5,26944,0,34.615,0.11782,272.97,222.21,3.6339,0.75155,51358931,0,346.87,0.71028,0.71029,0.35799,0.15886,0.19343,0.015499,0.05678,1.2254e-4,0,-4.8804e-6,0.015367,0.015372,2.8365e-7,0.025771,13.97,153.28,84.617,0.73284,NaN,2.7036,805.91,332.94,0.05,0.94386
8.1821,1904.2,247.96,-22.489,248.56,22.512,113.34,2.5725,113.37,1.3002,17.322,1.0055,45,0.0014415,9.8003,0.062568,0.049271,-1.4131e-4,3.5528e-4,26944,0,34.615,0.11782,273,222.21,3.6359,0.7481,51062900,0,342.81,0.70955,0.70956,0.35818,0.15861,0.19276,0.012825,0.046663,-2.3148e-4,0,-6.024e-6,0.01534,0.015346,-1.4835e-7,0.025655,13.97,153.28,84.611,0.76538,NaN,2.6228,804.65,332.89,0.05,0.94701
8.2321,1916.6,246.84,-22.354,247.44,22.372,114.2,2.5921,114.23,1.3002,17.278,0.90608,45,0.0014525,9.8003,0.083943,0.049241,8.4973e-4,3.5763e-4,26944,0,34.615,0.11782,272.9,222.21,3.6286,0.74479,50777016,0,338.93,0.70886,0.70888,0.35837,0.15838,0.19211,0.017218,0.062266,-3.8649e-5,0,-6.9421e-6,0.015314,0.015321,5.413e-6,0.025539,13.97,153.28,84.616,0.84089,NaN,2.5424,803.4,332.84,0.05,0.95067
8.2821,1928.9,245.72,-22.211,246.33,22.229,115.07,2.6116,115.1,1.3002,17.232,0.91215,45,0.0014635,9.8003,0.076945,0.049207,0.0016599,4.7936e-4,26944,0,34.615,0.11782,272.9,222.21,3.629,0.74152,50494332,0,335.11,0.70818,0.70819,0.35855,0.15814,0.19148,0.015772,0.057562,8.2663e-5,0,-7.9537e-6,0.015289,0.015297,2.0844e-5,0.025425,13.97,153.28,84.638,0.94205,NaN,2.4624,802.15,332.79,0.05,0.95413
8.3321,1941.1,244.62,-22.053,245.22,22.081,115.93,2.631,115.96,1.3001,17.183,1.1151,45,0.0014744,9.8002,0.016007,0.04917,0.0019127,0.0013813,26944,0,34.615,0.11782,273.11,222.21,3.6442,0.73832,50217167,0,331.39,0.70751,0.70752,0.35873,0.15792,0.19086,0.0032706,0.011866,-3.3424e-4,0,-8.7989e-6,0.015265,0.015274,2.7925e-5,0.02531,13.97,153.28,84.674,1.0468,NaN,2.3827,800.91,332.74,0.05,0.95712
8.3821,1953.3,243.52,-21.892,244.12,21.936,116.78,2.6504,116.81,1.3001,17.12,1.3876,45,0.0014853,9.8002,0.070183,0.049129,-0.0020055,5.825e-5,26944,0,34.615,0.11782,272.89,222.21,3.6281,0.73516,49943769,0,327.76,0.70686,0.70687,0.35891,0.15769,0.19026,0.014372,0.05261,3.4542e-4,0,-9.6951e-6,0.015242,0.015251,-3.0976e-5,0.025197,13.97,153.28,84.714,1.1332,NaN,2.3034,799.68,332.69,0.05,0.96028
8.4321,1965.5,242.43,-21.746,243.02,21.799,117.64,2.6699,117.67,1.3002,17.047,1.5134,45,0.0014962,9.8002,0.11203,0.049085,-9.5006e-4,8.7812e-6,26944,0,34.615,0.11782,272.71,222.21,3.6153,0.73199,4.967e7,0,324.15,0.70621,0.70624,0.35909,0.15747,0.18966,0.022979,0.083333,2.2e-4,0,-1.0668e-5,0.015218,0.015229,-7.0137e-6,0.025084,13.97,153.28,84.741,1.1841,NaN,2.2244,798.45,332.65,0.05,0.96381
8.4821,1977.6,241.34,-21.603,241.94,21.665,118.49,2.6895,118.52,1.3003,16.969,1.6423,45,0.001507,9.8001,0.1538,0.049037,4.5412e-4,4.8872e-6,26944,0,34.615,0.11782,272.53,222.21,3.6027,0.72887,49400580,0,320.61,0.70557,0.70563,0.35926,0.15725,0.18906,0.0316,0.11367,3.1034e-4,0,-1.1488e-5,0.015195,0.015207,1.6166e-6,0.024971,13.97,153.28,84.746,1.1928,NaN,2.1458,797.22,332.6,0.05,0.96746
8.5321,1989.6,240.27,-21.462,240.86,21.535,119.34,2.7092,119.37,1.3005,16.883,1.7725,45,0.0015177,9.8001,0.19478,0.048986,0.0023314,3.6326e-5,26944,0,34.615,0.11782,272.36,222.21,3.5903,0.7258,49135351,0,317.17,0.70495,0.70503,0.35943,0.15704,0.18848,0.040086,0.1439,1.1004e-4,0,-1.2264e-5,0.015173,0.015185,4.2984e-5,0.024859,13.97,153.28,84.722,1.1625,NaN,2.0675,796,332.55,0.05,1.0066
